,원문,번역문
401,"김치볶음밥을 만들었지만, 너무 맛이 없어서 외국인 친구와 나는 결국 라면을 만들어 먹었습니다.",I made Kimchi Fried Rice but it was terrible so I and my foreign friend ate Ramyeon. <END>
402,김포에는 제주도 가는 비행기가 많이 있어.,There are many planes to go to Jeju Island at Gimpo. <END>
403,김하늘과 과에서 1에서 2위를 다투고 있는 인물이며 똑똑한 이미지에 승부욕도 강합니다.,He is competing for the 1st place in class with Ha-neul Kim and has strong ardor for victory with a smart image. <END>
404,김하늘은 Yang Xia 에게 여권을 전달해주고 Yang Xia는 고맙다는 인사를 해요.,Haneul Kim hands a passport to Yang Xia and Yang Xia thanks her. <END>
405,"까망씨의 어떤 날, 하양씨가 찾아왔어요.","One day of Mr.Ggamang, Ms.Hayang visits him. <END>"
406,까수엘라는 스페인어로 냄비를 뜻합니다.,Cazuela means a pot in Spanish. <END>
407,깍두기를 올려서 드시면 더 맛있어요.,It tastes better if you have it with Kkakdugi Diced Radish Kimchi. <END>
408,꽃게탕을 주문하면 밥도 같이 나오나요?,Is rice included if I order Spicy Blue Crab Soup? <END>
409,꽃매미에 대해서는 형태학 분석뿐만 아니라 생존율에 관한 연구도 많이 진행되었다.,Plenty of studies have been done about the analysis of the morphology of Limois emelianovi Oshanin as well as about its survivor rate. <END>
410,꽃미남 왕족발 집 음식이 정말 맛있네요.,The food at the Kkot Minam Wang Jokbal is really delicious! <END>
411,꽃미남 왕족발 집은 어디에 있는지 아시나요?,Do you know where is the Kkot Minam Wang Jokbal place? <END>
412,"나가사키는 다른 라면들에 비해 매우 쫄깃한 면발을 가지고 있어서, 면발 분야에서는 4점이라는 높은 점수를 받았습니다.","Nagasaki has elastic noodles compared to the others, it had 4 points highly. <END>"
413,나이키가 가장 많이 팔리는 브랜드입니다.,Nike is the most purchased brand. <END>
414,"나이트 케어의 경우, 씨벅톤 크림을 충분히 바르고 자면 다음 날 당신의 피부를 매끈하게 만들어줍니다.","For Night care, apply a generous amount of Sea Buckthorn cream before you go to bed, and the next day it will make your skin soft. <END>"
415,나인뮤지스를 실제로 보면 이런 느낌일까요?,Would I feel like this if I see Nine Muses directly? <END>
416,나카무라 환자의 입원실을 알 수 있을까요?,Can I know the ward of patient Nakamura? <END>
417,나태주씨는 1945년생입니다.,Taejoo Na was born in 1945. <END>
418,낙선재는 조선 26대 왕인 헌종이 사랑하던 후궁을 위해 지은 건물이에요.,"Nakseonjae is a building that Heonjong, 26th King of the Joseon dynasty, built for his royal concubine. <END>"
419,난존은 당신의 소중한 생각들을 위한 공간입니다.,Nan Zone is a space for your precious thoughts. <END>
420,난존을 당신의 SNS에 공유해 주세요.,Share Nanzon on your SNS account. <END>
421,남구 주안동에 루나라는 호텔 가보세요.,Try Luna hotel at Namgu Juandong. <END>
422,남대문 시장에서 아들 옷을 사 줄 거예요.,I am going to buy some clothes for my son at Namdaemoon Market. <END>
423,남대문 시장은 신세계 백화점 뒤쪽에 있습니다.,Namdaemun market is located behind Shinsegae department store. <END>
424,남대문 시장에서 우리 아들 옷을 살 거예요.,I will buy some clothes for my son at Namdaemoon market. <END>
425,남북 전쟁 전에 한국은 일본의 식민지였어요.,Korea was a Japanese colony before Korean War. <END>
426,남사당패가 조선 시대의 연예인이었군요.,Namsadangpae was a celebrity in the Joseon Dynasty. <END>
427,남산은 야경이 매우 아름답습니다.,Namsan has a beautiful night view. <END>
428,남산의 전망은 매우 아름다웠습니다.,The view of Namsan was so beautiful. <END>
429,"남산하면 정상에 있는 N-Tower가 가장 먼저 떠오르고, 서울 전체를 내려다보는 경치와 야경이 유명하지요.",N-Tower comes up to my mind which is on top of Namsan and the scenery and night view that looks down at Seoul are famous. <END>
430,남이섬 입구에 번지 점프를 하는 곳이 있어.,There's a place for bungee jumping at the entrance of Nami Island. <END>
431,남이섬은 서울에서 가까운 여행지예요.,NamI Island is a tourist attraction close to Seoul. <END>
432,남취당은 애완동물은 출입이 안 됩니다.,You are not allowed to bring your pet to Namchudang. <END>
433,남해에는 독일마을이라는 곳이 있습니다.,There is a village named Germany Village in Namhae. <END>
434,내셔널 지오그래픽를 읽었어요.,I read National Geographic. <END>
435,냉면은 갈비와 같이 먹으면 더 맛있습니다.,Naengmyeon is delicious more when you have it with Galbi. <END>
436,너구리는 기존의 라면 종류 중에서 가장 인기 있는 라면입니다.,Nuguri is the most popular ramen among the original ramens. <END>
437,"너구리의 가격은 1,500원으로 라면 치고는 비싸기 때문에, 가격 면에서는 1점을 받았습니다.","The price of Neoguri is 1,500 won and a little bit expensive for ramen, so it gained 1 point for price. <END>"
438,네이버 프렌즈의 이러한 기능들은 외국어 공부가 필요한 학생들에게 매력적일 수 있습니다.,These functions of NAVER friends can be attractive to the students who need to study foreign languages. <END>
439,"네이버 지도에 보이듯이, 각각의 장소는 3가지 부분으로 이루어져 있습니다.","As shown in the map of Naver, each place is composed of three parts. <END>"
440,네팔에선 Nigalya ponya라고도 부르는데 대나무를 먹는 것이라는 뜻이라고 합니다.,"In Nepal, it is called Nigalya ponya which means 'one who eats bamboo trees. <END>"
441,노래방을 자주 다니게 된 것은 고등학교 1학년 때부터입니다.,I started going to Noraebang often since I was a freshman in high school. <END>
442,노스타코다 주위 대평원에 인디언들이 삽니다.,Indians live in the vast plains near North Dakota. <END>
443,누리가 갑자기 이사를 하게 되었습니다.,Nuri suddenly moved to another place. <END>
444,뉴데이 시점에 해당 쿼리를 수행하여 실시간 조회현황 페이지를 출력할 수 있습니다.,"At New day point, you can print the real-time inquiry status page by performing the related query. <END>"
445,뉴욕 본사에서 당신에게 전화가 왔어요.,The call is for you from headquarters in New York. <END>
446,뉴욕에 디자인과 관련된 출판사나 잡지사를 방문할 수 있을까요?,Can I visit publishing companies or magazine companies related to design in New York? <END>
447,뉴욕에서 제일 맛있는 햄버거집이 궁금해요.,I'm wondering the most delicious burger restaurant in New York. <END>
448,뉴욕은 왜 음악의 도시로 알려졌을까요?,Why New York has been known for a city of music? <END>
449,뉴욕주립대학교 등록금은 제가 제 대학교에 등록금을 내는 것으로 대체가 됩니다.,The tuition of New York State University would be replaced with the one that I pay for my college. <END>
450,능이 삼계탕에는 어떤 메뉴들이 있나요?,What kind of dishes does Neung-ee SamgyetangE offer? <END>
451,능이 삼계탕의 영업시간이 궁금한데요.,I want to know Neungi Samgyetang's business hours. <END>
452,"다관이 데워지고 나면, 퇴수기에 물을 따라 버리고, 찻잎을 다관에 넣으세요.","After the Korean tea kettle is heated, throw away the water into the Korean tea discharge pan and put the tea leaf into the Korean tea kettle. <END>"
453,다니엘은 3일 동안 광고 촬영을 하고 있어서 이번주는 인터뷰 날짜를 잡기가 힘들 것 같습니다.,"As Daniel is shooting an advertisement for 3 days, it would be hard for us to fix a date this week. <END>"
454,친구들의 생일이 언제입니까?,When is your friends' birthday? <END>
455,안경 새로 하셨어요?,Did you get new glasses? <END>
456,넌 프랑스 어느 도시에서 왔어?,Which city in France are you from? <END>
457,너는 취미가 뭐야?,What is your hobby? <END>
458,졸업 너무 축하드려요.,Congratulations on your graduation! <END>
459,다시의 행동을 본 엘리자베스는 다시가 매우 오만하다고 생각해요.,Elizabeth who sees this gets to think that Darcy is very arrogant. <END>
460,다이나믹 메이지에 가서 문제를 풀며 방을 탈출하는 게임을 했어요.,"After that, we played room escape game at the Dynamic Maze. <END>"
461,다이너콤프는 결국 망할 거로 생각해서 저는 회사를 옮기기로 했습니다.,"I think DynaComp will eventually fail, so it's time for me to move on. <END>"
462,다이소는 다른 곳에 비해 매우 싸다.,Daiso is much cheaper than in other places. <END>
463,다정씨는 언제가 좋습니까?,"When is good for you, Dajung? <END>"
464,다트 가게가 어디에 있나요?,Where is the Dart shop? <END>
465,달떡은 혼인이나 회갑 잔치 때 많이 쓰입니다.,People usually have Dal-dduk for their weddings or 60th birthday parties. <END>
466,달라스에서 우리 가방을 보낸 게 확실해요?,Are you sure that you sent our bag from Dallas? <END>
467,담양은 한국의 관광지 중에 하나에요.,Damyang is one of the tourist attractions in Korea. <END>
468,당면은 감자나 고구마의 녹말을 이용해 만든 한국식 마른 면입니다.,Dangmyeon is a Korean dry noodle made from either starch of potatoes or sweet potatoes. <END>
469,대관령 근처에 맛집 한우타운이 있어요.,There is a restaurant called Hanwu town near Daegwallyeong. <END>
470,대구는 남한의 경상북도에 있습니다.,Daegu is located in South Korea's North Gyeongsang Province. <END>
471,대구시 소령은 19일 시범경기 후 해결책을 마련하겠다는 삼성 라이온즈의 공식 의견에 분개하고 있습니다.,The major of city Daegu get upset by Samsung Lions' official opinion that they will develop solutions after test match in 19th. <END>
472,대구에 계신 가족들 모두 잘 있어요?,How's your family in Daegu? <END>
473,대구에 있는 그의 작업실을 찾은 날은 금방이라도 빗방울이 쏟아질 것 같은 흐린 날이었어요.,The day when I visited his studio in Daegu was so cloudy that it could be rainy at any moment. <END>
474,대구의 기온은 서울의 기온보다 훨씬 높습니다.,The temperature in Daegu is much higher than in Seoul. <END>
475,대릉원 주변에 위치한 황리단길은 요즘 sns에서 인기있고 떠오르는 장소입니다.,"Hwanglidan-gil, located near Daereungwon, is a new hip place that is popular in social media. <END>"
476,대만 가는데 3시간이고 타이페이에서 남주까지 6시간이 걸립니다.,"It takes 3 hours to go to Taiwan, and it takes 6 hours from Taipei to Namju. <END>"
477,대만에 큰 지진이 있었다고 하는데 당신과 가족들은 별 일이 없는지 걱정되네요.,"I heard there was a big earthquake in Taiwan, and I'm concerned if you and your family are okay. <END>"
478,대만의 가격이 저렴하다면 그곳에서 수입할 거야.,I will import from Taiwan if the price is cheap there. <END>
479,대박은 놀라울 정도로 대단하다는 뜻이에요.,Daebak means that one is really amazing. <END>
480,대박이라는 표현은 어디에서 나온 건가요?,Where does the expression daebak come from? <END>
481,대성 전자의 사장 이익성에게 행방불명의 수사 요청이 들어온 사실은 없어요.,There is no fact that the investigation request of the missing comes into 4 bowel advantages of the search result none ] loud voice former. <END>
482,대전에서 과학 박람회가 열리고 있어요.,A science exhibition is opening in Daejeon. <END>
483,대전에서 당신이 가본 곳 중 최고의 장소를 추천해 주실 수 있나요?,Could you recommend the best place you've been to Daejeon? <END>
484,대전에서 영화 보러 가신 적이 있나요?,Have you ever watched a movie in Daejeon? <END>
485,대전에서는 자전거를 빌려서 탈 수 있습니다.,"In Daejeon, you can borrow a bicycle to ride. <END>"
486,대한 항공 유니폼은 우아하고 세련됐어.,Korean airline uniform is very chic and elegant. <END>
487,대한민국 서울에 위치한 성진 전자 통신입니다.,"It is Sung Jin Electronics and Telecommunications located in Seoul, Republic of Korea. <END>"
488,대한항공 수화물 짐은 어디서 찾나요?,Where can I find the baggage of Korean Airline? <END>
489,더 고려 영업시간은 어떻게 되나요?,What are the business hours of the Goryeo? <END>
490,더 구우리에는 어떤 메뉴들이 있죠?,What are the menus for The Goori? <END>
491,더 기버의 초반 내용은 다가오는 12살 기념식에 대한 조너스의 감정을 묘사하고 있습니다.,The beginning of The Giver describes Jonnath’s emotion toward the twelve year old celebration. <END>
492,"더 크림 유니언, 당신들은 짱이에요.","The cream union, you guys are just awesome. <END>"
493,더샵 센트럴파크 1차 주상복합에는 엔제리너스와 드롭탑이라는 카페가 있습니다.,Angelinus and Drop Top are in The Sharp Central Park 1st Residental and Commercial Complex. <END>
494,더샵 센트럴파크 2차 주상복합에는 투썸플레이스와 스타벅스가 있습니다.,Twosome place and Starbucks are in The Sharp Central Park 2nd Residential and Commercial Complex. <END>
495,덕수'는 조선의 정조대왕이 선왕에게 오래 사시라는 뜻으로 만든 단어입니다.,Deoksu' is a word made by King Jeongjo of Joseon for his predecessor to live a long life. <END>
496,덕수궁 PIZZA 완전 맛집이잖아.,Deoksugung Palace PIZZA is a very famous restaurant. <END>
497,덕원업체는 강림으로 부터 원활한 업무협조를 받지 못해서 작업 진행이 원활히 진행되지 않는다고 이야기하였습니다.,Deokwon said the work doesn't go right because Kanglim didn't offer good coordination. <END>
498,데드맨워킹'은 1996년 만들어진 영화로 사형제도가 옳은 처벌인지에 대해 다시 한번 생각하게 되는 작품입니다.,"The movie 'Dead Man Walking' made in 1996, makes me rethink about if the death penalty is a right punishment. <END>"
499,데이비드는 제인의 충고를 듣고 감동받았어.,David was impressed by Jane's advice. <END>
500,데이지 헤드는 추가 구매가 가능합니다.,You can purchase additional Daisy head. <END>
501,데인 드한이 나온 영화를 살펴볼까요?,Shall we check Dane DeHaan movie? <END>
502,델몬트는 또 어린이 영양교육 키트 증정 이벤트를 함께 실시합니다.,"Also, Del Monte plans to give away nutrition education kit for kids as an event. <END>"
503,도넛는 매번 특정 사진을 찾기 위해 헤맸던 사람들에게 필요한 앱입니다.,Donuts is an application for people who lingered around looking for specific pictures all the time. <END>
504,"도노반, 태워다 줘서 고마워.","Thank you for the ride, Donovan. <END>"
505,도미노 서버의 저장 공간이 얼마 남지 않았어요.,The storage space of Domino server is almost full. <END>
506,"도민준 씨, 나랑 장 변호사님이랑 물에 빠지면 누구부터 구할 거야?","Minjun Do, who will you rescue first if lawyer Jang and I were both drowning in the water? <END>"
507,도브 투 래빗 좀 대박이야.,Dove to rabbit is a bit awesome. <END>
508,도원체육관에 북한 응원단도 오나요?,Is the North Korean cheering squad coming to Dowon gym? <END>
509,도쿄 빅 사이트는 일본 내에 있는 행사 개최지로서 최고의 장소로 알려져 있죠.,"Tokyo Big Site is an event venue in Japan, which is known as the best place. <END>"
510,도쿄는 올림픽이 열릴 도시에요.,Tokyo is a place where the Olympic will be held. <END>
511,도호쿠 상공은 군데군데 맑겠습니다.,The sky over Tohoku will be clear in places. <END>
512,독도가 일본 것이라는 것은 말도 안 돼.,It's nonsense that Dokdo is part of Japan. <END>
513,독일 내 이동시에는 자동차로 이동하는 것으로 고객과 협의하였습니다.,I have talked with the client about traveling with a car in Germany. <END>
514,독일은 유럽 지역의 대부분을 점령했어요.,Germany occupied most of the Europe. <END>
515,돌하르방은 제주도의 문화를 잘 담고 있다.,Dolhareubang contains well the culture of Jeju Island. <END>
516,동래파전은 자극적이지 않고 부드러운 맛으로 외국인들에게 반응이 좋다고 합니다.,Dongrae pajeon is bland and soft which is appealing to foreigners. <END>
517,동막 해수욕장 문의 전화는 032-937-4445번입니다.,The phone number to inquire about Dongmak Beach is 032-937-4445. <END>
518,동묘는 흥정하기 아주 쉽습니다.,You may negotiate for a lower price in Dongmyo. <END>
519,동부증권에서도 가능한 한 빨리 프로젝트 인허가 절차가 완료되기를 희망합니다.,We hope that the licensing procedure in Dongbu Securities would be finished as soon as possible. <END>
520,"동원아, 네가 요즘 너의 삶에 목표가 없는 것 때문에 많이 고민하는 것 같아서 내가 편지를 쓰고있어.","Dong-won, I am writing you a letter because you seem to have a concern over the lack of goals in your life recently. <END>"
521,"동학과 동학농민운동은 단순히 종교적 미신이나, 농민봉기가 아닙니다.",Donghak and Donghak Peasant Movement were not simply a religious superstition or a peasant rebellion. <END>
522,두산에서 강림을 방문하여 10011 선박 TSA 코팅 상태를 확인하였습니다.,Doosan visited Kanglim and checked 10011 vessel TSA coating. <END>
523,둔데기 마을은 영원할 것입니다.,Dundegi village will be eternal. <END>
524,둘레길은 건물 전체가 최하층부터 최상부까지 연결된 장소인데 이 건물 전체가 스킵플로어로 되어있습니다.,Dulle-gil is a place where the whole building is connected form the lowest floor to the highest floor and this whole building is made of skip floor. <END>
525,디스코 팡팡이라고 불리는데 디제이가 막 사람들을 골리면서 일부러 놀이기구를 격하게 흔드는 것입니다.,It's called the Disco Pangpang and the DJ teases the people by shaking the ride hard. <END>
526,"디아이엠에스에 관해서는, 제가 제품이 입고된 후에 파악하여 당신에게 즉시 메일로 전송해 주겠습니다.","For DIMS, I will send you an email right after the goods are available in stock. <END>"
527,디자인 플라자에서 길을 찾는 것이 어렵다.,It is hard to find a direction in Design Praza. <END>
528,"디즈니는 디즈니 그 자체의 정체성이 있는데, 자칫하면 그것이 훼손될 수 있다는 것이에요.","Disney has the identity of Disney itself, which may be undermined. <END>"
529,디즈니의 대표적인 특징은 보통 권선징악의 주제를 담고 있으며 주인공이 행복한 결말을 맞는 것이에요.,The representative feature of Disney is that it generally includes the theme of good triumphing over the evil and the character facing with a happy ending. <END>
530,디카프리오나온 그 영화 안 봤어요?,Didn't you watch that movie starring Dicaprio? <END>
531,떡국을 전문적으로 파는 음식점이 많습니다.,There are lots of restaurant having Ttuck-Guk professionally. <END>
532,떡볶이 소스는 한인 마트에서 떡을 사야 해요.,You should buy rice cake in the Korean market to use a Teokboki source. <END>
533,떡볶이를 드신 후 볶음밥의 별미를 즐기세요.,Enjoy the delicacy of fried rice after you eat Tteokbokki. <END>
534,띠릿띠릿 텔레파시 게임은 진행자가 제시어를 알려주면 팀원 모두가 같은 동작으로 표현해야하는 게임이에요.,"Ttiri ttiri telepathy game is the game that when MC lets the word to people, the team members should express the word as the same postures. <END>"
535,라따뚜이라는 영화를 본 적이 있을 거예요.,Probably you have seen a movie Ratatouille. <END>
536,라스베이거스는 관광과 도박의 도시로 네바다 최대의 도시예요.,"Las Vegas, the city of tourism and a gamble, is the biggest city in Nevada. <END>"
537,라이온킹의 이야기는 어느 누가 봐도 재밌어.,Lion king's story is interesting for anyone. <END>
538,라인 트레이서는 인공지능으로 정해진 길을 찾아가는 최첨단 디바이스이에요.,Line tracer is a state-of-art device that tracks a certain route by using artificial intelligence. <END>
539,랜 로드 건은 어떻게 되어 가고 있습니까?,How is the case going on Land Lord? <END>
540,"러셀은, 육군에게 대동하는 특파원으로서 크리미아 전쟁에 파견되어 취재했어요.",Russell was dispatched to the Cremean War as a correspondent of the Army. <END>
541,런던에서 하역할 예정이고 우리는 선사에 트럭킹을 요청하고 있습니다.,"So it is going to be unloaded in London, and we are requesting the shipping company for trucking. <END>"
542,런던은 언제 비가 그칠까요?,When will the rain stop in London? <END>
543,런던의 겨울은 너무 추워요.,The winter in London is so cold. <END>
544,레미제라블은 프랑스 혁명 이후부터 시작해 왕정이 되돌아왔을 때의 이야기입니다.,Les Miserables is a story that starts from the French Revolution and the returned French Kingdom after the revolution. <END>
545,레반도프스키가 로벤에게 패스했습니다.,Lewandowski has passed the ball to Robben. <END>
546,레브론이 세일 중이네요.,Revlon is on sale. <END>
547,레이는 햄릿과 우정이 많은 가장 가까운 사이이며 학식과 지식을 갖춘 인물입니다.,Ray was the closest friend to Hamlet and had a lot of knowledge and erudition. <END>
548,"레이거노믹스가 ""성공""했다는 평가의 근거로 들어지는 것들은 모두 객관적인 지표예요.","Everything that comes up as a basis for an assessment that Reaganomics is ""successful"" are objective indicators. <END>"
549,레이첼은 내일부터 수영 강습을 시작합니다.,Rachael is starting her swimming lessons from tomorrow. <END>
550,레인 브라이언트는 잘못된 미의 기준을 뒤엎고자 광고 캠페인을 펼치는 중이에요.,Rhein Bryant is carrying out an advertisement campaign in order to reform the wrong standards of beauty. <END>
551,로또에 당첨되다니 당신은 행운아군요.,You are so lucky to win Lotto. <END>
552,로마에서 짐을 잃어버렸어요.,I lost my luggage in Rome. <END>
553,로버트에게 많이들 축하해주세요.,Please give warm congratulations to Robert. <END>
554,"로베르토, 너 오늘 몇 시에 퇴근해?","Roberto, what time do you get off work? <END>"
555,"로베르토씨, 안녕하셨어요?","How are you, Roberto? <END>"
556,롯데 마트같이 큰 매장에서 핸드폰으로 물건을 쉽게 찾을 수 있어.,It is easy to search for items with a phone in big supermarkets like Lotte Mart. <END>
557,롯데리아는 지난 1998년에 성공적으로 베트남 호치민에 1호점을 오픈했어요.,Lotteria successfully opened its 1st brach in Vietnam in 1998. <END>
558,롯데마트가 입점해 있어 필요한 물품을 구매하기 편리해요.,It is easy to buy necessary goods because Lotte mart is in my neighborhood. <END>
559,롯데마트와 이마트도 도보로 가능합니다.,Lotte Mart and E-mart is also within the walking distance. <END>
560,롯데백화점 인천점에 가는 길을 알려주세요.,Could you tell me how to go to Incheon Lotte department store? <END>
561,롯데백화점 인천점 2층에 스타일난다가 입점하여 있어요.,Stylenanda is on the 2nd floor of the Lotte Department Store Incheon branch. <END>
562,롯데백화점 인천점 롯데시네마에서는 영어자막이 제공되지 않아요.,"In the Incheon Lotte department store, we do not provide English subtitles. <END>"
563,롯데백화점 인천점 지하 푸드코트와 7층 식당가는 어떻게 달라요?,What is the difference between the underground food court and the 7F restaurant in Incheon Lotte department store. <END>
564,롯데백화점 인천점 푸드코트에는 어떤 음식이 있나요?,What kinds of food are there in the food court in the Lotte Department In-cheon store? <END>
565,롯데백화점 인천점에 밥을 먹을만한 곳이 있을까요?,Are there any places where I can have some meals in the Lotte Department Store in Incheon? <END>
566,롯데백화점 인천점에서 할인받을 방법이 있을까요?,Is there a way to get a discount at the Lotte Department Store Incheon branch? <END>
567,롯데백화점 인천점을 쇼핑할 때 음료를 들고 들어가도 되나요?,Can I bring my beverage while shopping at the Lotte department store Incheon branch? <END>
568,롯데백화점 지하 1층에도 슈퍼마켓이 있어.,There is a supermarket on the 1 basement level of the Lotte Department store also. <END>
569,롯데칠성음료가 제조 및 판매하는 한국 맥주입니다.,It is Korean beer that Lotte-Chilsung Beverage manufactures and distributes. <END>
570,롯데타워는 심각한 품질 문제를 겪고 있습니다.,Lotte Tower has a serious quality issue. <END>
571,루이는 이곳이 그리울 거라고 말했습니다.,Louis said he was going to miss this place. <END>
572,"루이스, 굉장히 오랜만이네요.","Louis, It's been a long time. <END>"
573,루피가 잘 지내서 다행이에요.,Good to hear that Luffy is doing well. <END>
574,리디아는 일을 하려고 생각 중인 것 같아.,Lydia seems to have considered trying to work. <END>
575,리버스 ICO를 진행할 때는 일반 ICO보다 더 많은 법률상 고려가 필요합니다.,Many legal awards are needed more than normal ICO when proceeding with Reverse ICO. <END>
576,리젠시 호텔에 체크인할 때 여권 필요하죠?,Do I need a passport to check-in at Regency Hotel? <END>
577,리즈네 가족을 빨리 다시 만나고 싶어요.,I want to meet Liz's family as soon as possible. <END>
578,"리카르도, 퇴근 시간은 몇 시예요?","Ricardo, what time do you get off from work? <END>"
579,리테일 아카데미 교육 프로그램을 위해 다양한 프로그램이 개발됩니다.,Various programs are developed for the Retail Academy education program. <END>
580,린다씨는 어디 있습니까?,Where's Linda? <END>
581,릴리커버 디바이스는 우측에 있는 사양을 충족하는 모바일 제품에서 사용이 가능합니다.,LILLYCOVER devices are available for mobile products that meet the specifications on the right. <END>
582,마닐라에서 인천 오는 비행기 좌석이 없어요.,There are no empty seats at the flight to Incheon from Manila. <END>
583,마더스 약국의 운영 시간은 어떻게 되나요?,What's the operation time of the Mothers Pharmacy? <END>
584,마룬 5는 돈이 없어서 결혼식 하객 아르바이트를 하고 있습니다.,"Because Maroon 5 doesn't have money, they are working for wedding ceremonies as a part-time job. <END>"
585,마리는 붉은 드레스를 입고 있어요.,Mary is wearing a red dress. <END>
586,마사유키 타케우치 아세요?,Do you know Takeuchi Masayuki? <END>
587,마이듀티는 간호사들에게 정말 필요한 앱입니다.,My Duty is an app that is really needed for nurses. <END>
588,마인크래프트 세상에 떨어진 뽀로로 친구들은 방탈출 미션을 해결할 수 있을까요?,Will it be possible for Pororo and his friends who are fallen into the Minecraft world to succeed the mission escaping the room? <END>
589,마틸다는 비정상적인 가정에서 태어났습니다.,Matilda was born in an abnormal family. <END>
590,마푼에 대해서 알고 있는 것을 말해보세요.,Tell me about Mafoon if you know about it. <END>
591,막걸리는 파전과 함께 먹는 걸 추천해요.,I recommend Makgeuli with Korean pancake. <END>
592,막걸리는 발효음료입니다.,Mackgeolli is a fermented drink. <END>
593,막걸리라고 발음합니다.,And Koreans pronounce it Mak Geol Li. <END>
594,"막국수 작은 사이즈는 5,000원입니다.","The small size of Makguksu is 5,000 won. <END>"
595,만다린 호텔에서 3일 머무를 예정입니다.,I am going to stay at Mandarine Hotel for 3 days. <END>
596,만다복의 100년 자장을 드셔보시겠어요?,Would you like to try 100-year-old black bean paste of Mandabok? <END>
597,매트릭스 영화를 보고 너무 감명받아서 프로그래머가 되고 싶었기 때문이에요.,Because I was so impressed that I wanted to become a programmer after watching a movie Matrix. <END>
598,매픽스 시스템 에서 오더 입력시 고객명이 중복되는 경우가 있어 확인 과정이 필요합니다.,"As client names are overlapped sometimes while entering an order on the Mapics system, we should go through a confirmation process. <END>"
599,매픽스 프로그램에서 고객리스트를 엑셀로 다운 받는 방법이 있는지요?,Is there a way to download the excel file of the client list on the Mapics program? <END>
600,"맨시티가 이 성적을 거둔 데에는 이번에 1,000억을 주고 영입한 케빈 데브라위너가 잘해주었기 때문이에요.",The reason why Mancity got a good score was that Kevin Debrawinner did a good job who joined for 10 billion in this season. <END>
601,맨체스터 시티는 비록 명문팀은 아니지만 현재 가장 인기 있는 팀이에요.,Manchester City is not a prestigious team but the hottest team right now. <END>
602,멍석갈비와 포 삼겹살을 맛볼 수 있어요.,You can taste Myeongsuk Galbi and Po Samgyeopsal. <END>
603,메뚜기의 치킨 맛보다 더 맛있으니 남들보다 빠르게 먹길 바랍니다.,I hope you can eat sooner than anyone else because It tastes better than chicken of Meddugi. <END>
604,"메주란 콩으로 만든 발효음식인데 이걸로 한국 음식에 들어가는 된장,간장과 같은 장음식을 만드는 거야.",Meju is a brick of dried fermented soybeans which is used to make Korean condiments Jaeg such as Deonjang and Ganjang. <END>
605,"메치기에도 종류가 많은데, 자세한 건 당신이 검색해 보는 게 좋을 것 같아요.","There are diverse types of throwing to the ground, so you might want to look up the details. <END>"
606,멜리사는 서울에 가고 싶어 해요.,Melissa wants to go to Seoul. <END>
607,명동에는 신상품이 있습니까?,Is there the latest things in Myungdong? <END>
608,명동에서 너 찾는데 힘들었어.,I had difficulty looking for you at Myungdong. <END>
609,명동에서 네일과 발톱 서비스를 받을 수 있었어요.,We can get our nails done in Myeongdong. <END>
610,명동은 한국 사람들도 많이 갑니다.,Koreans also visit Meyongdong many times. <END>
611,명품 삼계탕 영업시간은 어떻게 되나요?,What are the opening hours of Myungpum Samgyetang? <END>
612,모네다 궁전은 대통령의 거주지로 사용되었습니다.,Moneda palace was used as the residence for the president. <END>
613,모던패밀리는 평범한 가족 이야기 같지만 그 안에 소소한 재미가 있어.,"It seems like Modern Family is nothing more than an ordinary family story, but there are simple fun things. <END>"
614,모래내 시장에서는 어떤 장면이 촬영되었나요?,What kind of scenes were taken in Moranae market? <END>
615,"모모, 넌 지금 뭐 하고 있어?","What are you doing now, Momo? <END>"
616,몬테레이 호텔은 나가사키와 인연이 깊은 포르투갈을 테마로 디자인한 곳이에요.,"Monterrey Hotel is designed based on Portugal, which is deeply related to Nagasaki. <END>"
617,몽돌 빵은 거제도에서 유명한 빵입니다.,Mongdol bread is a popular bread in Geojedo island. <END>
618,무슬림들은 금식 기간에 전통 시장을 갑니다.,Muslims go to the traditional market on a fasting period. <END>
619,무의도 선착장 전화번호는 032-760-6880번입니다.,The telephone number of Muuido Island Quay is 032-760-6880. <END>
620,문경은 한국의 중심에 있습니다.,Mungyeong is located in the middle of South Korea. <END>
621,문글로우의 마법세계로 당신을 초대합니다.,Join us in Moon Glow's magical world. <END>
622,문선이라는 춤은 과거에 비폭력적 운동수단으로 사용되었습니다.,The dance called Moonsun was used as a means of a non violent movement in the past. <END>
623,물향기 수목원에서 봉사시간을 4시간 주었기 때문에 봉사활동을 했습니다.,I did it to get 4 hours of the volunteer in ‘mulhyanggi arboretum’. <END>
624,뭄바이에서 발생한 기상악화로 인하여 비행기가 인천에 도착하지 못했어요.,The plane did not arrive in Incheon due to bad weather conditions in Mumbai. <END>
625,미국에서의 결혼의 의미는 서로 사랑하는 남녀가 평생을 함께하기로 약속하는 것입니다.,Marriage in America means that a man and a woman who love each other promise to be together forever. <END>
626,같이 사진 찍어요.,Let's take pictures together. <END>
627,미디어 센터에 갈 때 늦어서 택시를 탔어요.,I took the taxi to go to Media Center as I was late. <END>
